Date,Close,Close
2017-12-22 00:00:00,-0.113906006,
2017-12-25 00:00:00,,-0.49207058
2017-12-26 00:00:00,-0.031710391,0.770714071
2017-12-27 00:00:00,0.113511696,-0.917752384
2017-12-28 00:00:00,0.255139327,0.628919896
2017-12-29 00:00:00,-0.4762517,0.327240578
2018-01-02 00:00:00,0.423917338,1.24438061
2018-01-03 00:00:00,0.397477776,0.620667846
2018-01-04 00:00:00,0.61169655,0.492772901
2018-01-05 00:00:00,0.880307594,0.178398006
2018-01-08 00:00:00,-0.050874475,0.522738423
2018-01-09 00:00:00,0.406600408,0.129636247
2018-01-10 00:00:00,-0.065666323,0.232405233
2018-01-11 00:00:00,0.810432216,0.102605397
2018-01-12 00:00:00,0.893299676,0.104980587
2018-01-15 00:00:00,,-0.53815103
2018-01-16 00:00:00,-0.040034113,0.765461035
2018-01-17 00:00:00,1.251474336,0.235026433
2018-01-18 00:00:00,-0.374640655,0.87332023
2018-01-19 00:00:00,0.207204815,0.377295998
2018-01-22 00:00:00,0.548022541,0.387000377
2018-01-23 00:00:00,-0.014454016,1.28929318
2018-01-24 00:00:00,0.157601359,0.365435986
2018-01-25 00:00:00,0.535842159,-0.313479774
2018-01-26 00:00:00,0.848420659,0.276808681
2018-01-29 00:00:00,-0.665861643,-0.987258489
2018-01-30 00:00:00,-1.371395494,-0.993242511
2018-01-31 00:00:00,0.278023945,-0.20573414
2018-02-01 00:00:00,0.142719626,-0.972555341
2018-02-02 00:00:00,-2.54232004,0.438095791
2018-02-05 00:00:00,-4.604885139,0.734125378
2018-02-06 00:00:00,2.329028809,-3.35039624
2018-02-07 00:00:00,-0.077951678,-1.821371296
2018-02-08 00:00:00,-4.149255476,-1.426601742
2018-02-09 00:00:00,1.384882941,-4.052634774
2018-02-12 00:00:00,1.696378117,0.775561687
2018-02-13 00:00:00,0.159258803,0.977576487
2018-02-14 00:00:00,1.026933451,0.445844083
2018-02-15 00:00:00,1.232767697,
2018-02-16 00:00:00,0.075442223,
2018-02-20 00:00:00,-1.009663404,
2018-02-21 00:00:00,-0.668825857,
2018-02-22 00:00:00,0.664177102,2.169324747
2018-02-23 00:00:00,1.392128343,0.626112095
2018-02-26 00:00:00,1.577556108,1.232890053
2018-02-27 00:00:00,-1.163939077,-1.126446196
2018-02-28 00:00:00,-1.498739233,-0.992086285
2018-03-01 00:00:00,-1.678914081,0.440169626
2018-03-02 00:00:00,-0.28818716,-0.587301351
2018-03-05 00:00:00,1.3721509,0.073680397
2018-03-06 00:00:00,0.037625992,1.004507447
2018-03-07 00:00:00,-0.332580652,-0.546385309
2018-03-08 00:00:00,0.378412978,0.511605617
2018-03-09 00:00:00,1.769534301,0.570489463
2018-03-12 00:00:00,-0.620194468,0.590625293
2018-03-13 00:00:00,-0.681451766,-0.4947836
2018-03-14 00:00:00,-0.995360758,-0.569654744
2018-03-15 00:00:00,0.466679294,-0.008203834
2018-03-16 00:00:00,0.292878527,-0.645070118
2018-03-19 00:00:00,-1.345276804,0.286550793
2018-03-20 00:00:00,0.472795903,0.347272476
2018-03-21 00:00:00,-0.181819446,-0.294410467
2018-03-22 00:00:00,-2.934976126,-0.532526058
